Team,Year,player_BPM_mean,player_BPM_max,player_BPM_std,player_BPM_count,player_ORtg_mean,player_ORtg_max,player_ORtg_min,player_PRPG!_mean,player_PRPG!_max,player_PRPG!_sum,player_Usg_mean,player_Usg_max,player_Usg_sum,player_eFG_mean,player_eFG_max,player_TS_mean,player_TS_max,player_Min%_sum,player_Min%_max,player_Ast_mean,player_Ast_max,player_TO_mean,player_Blk_mean,player_Blk_max,player_Stl_mean,player_Stl_max,player_Class Year_<lambda>
USC,2023,6.3,6.3,,1,113.3,113.3,113.3,4.7,4.7,4.7,25.6,25.6,25.6,52.9,52.9,57.3,57.3,82.4,82.4,19.8,19.8,12.9,0.7,0.7,2.5,2.5,1
UTSA,2020,6.1,6.1,,1,106.1,106.1,106.1,5.2,5.2,5.2,35.7,35.7,35.7,49.8,49.8,54.2,54.2,86.4,86.4,17.3,17.3,12.5,0.7,0.7,2.3,2.3,0
Utah St,2019,7.2,7.2,,1,123.2,123.2,123.2,5.4,5.4,5.4,25.3,25.3,25.3,54.1,54.1,60.9,60.9,88.4,88.4,23.6,23.6,12.3,0.8,0.8,1.6,1.6,0
Utah St,2020,9.2,9.2,,1,125.9,125.9,125.9,5.8,5.8,5.8,24.1,24.1,24.1,56.6,56.6,62.5,62.5,86.3,86.3,24.0,24.0,10.9,0.4,0.4,1.5,1.5,1
Utah St,2022,9.3,9.3,,1,118.2,118.2,118.2,5.1,5.1,5.1,23.5,23.5,23.5,58.7,58.7,61.5,61.5,87.9,87.9,15.4,15.4,13.8,1.6,1.6,2.7,2.7,1
Utah St,2023,8.4,8.4,,1,127.8,127.8,127.8,5.6,5.6,5.6,21.8,21.8,21.8,60.4,60.4,65.3,65.3,82.9,82.9,26.1,26.1,13.7,0.1,0.1,2.1,2.1,0
VMI,2022,9.4,9.4,,1,124.5,124.5,124.5,5.8,5.8,5.8,26.3,26.3,26.3,65.4,65.4,68.4,68.4,80.8,80.8,21.8,21.8,16.7,6.9,6.9,0.9,0.9,1
Vanderbilt,2021,6.8,6.8,,1,108.8,108.8,108.8,5.5,5.5,5.5,35.1,35.1,35.1,49.5,49.5,57.5,57.5,70.1,70.1,36.8,36.8,19.6,0.6,0.6,3.2,3.2,0
Vanderbilt,2022,7.3,7.3,,1,104.9,104.9,104.9,5.0,5.0,5.0,34.4,34.4,34.4,47.6,47.6,54.1,54.1,82.1,82.1,32.6,32.6,17.1,0.6,0.6,3.4,3.4,0
Vermont,2019,12.0,12.0,,1,117.4,117.4,117.4,5.1,5.1,5.1,32.6,32.6,32.6,56.8,56.8,60.5,60.5,74.6,74.6,19.4,19.4,12.7,7.3,7.3,1.7,1.7,0
Villanova,2019,5.5,5.5,,1,112.5,112.5,112.5,4.9,4.9,4.9,27.4,27.4,27.4,52.9,52.9,56.7,56.7,86.9,86.9,24.9,24.9,14.8,0.7,0.7,1.5,1.5,1
Villanova,2020,7.3,7.3,,1,119.0,119.0,119.0,5.1,5.1,5.1,22.0,22.0,22.0,58.4,58.4,60.8,60.8,84.4,84.4,14.9,14.9,11.8,1.1,1.1,1.4,1.4,0
Villanova,2021,6.93,7.5,0.51,3,119.3,124.9,114.1,5.0,5.1,15.0,22.4,24.1,67.2,53.47,54.4,57.87,60.2,225.1,85.8,18.83,26.6,11.93,1.17,2.3,1.53,1.7,2
Villanova,2022,8.1,8.1,,1,122.6,122.6,122.6,5.7,5.7,5.7,22.4,22.4,22.4,56.5,56.5,60.9,60.9,85.4,85.4,20.2,20.2,13.7,0.0,0.0,1.9,1.9,1
Villanova,2023,6.0,6.0,,1,116.3,116.3,116.3,4.7,4.7,4.7,25.6,25.6,25.6,54.7,54.7,58.6,58.6,78.8,78.8,10.5,10.5,11.2,2.4,2.4,1.0,1.0,0
Villanova,2024,8.3,8.3,,1,114.4,114.4,114.4,4.5,4.5,4.5,28.4,28.4,28.4,53.1,53.1,58.5,58.5,74.7,74.7,13.4,13.4,12.7,2.0,2.0,1.7,1.7,1
Virginia,2019,9.53,10.3,0.71,3,120.8,122.9,119.1,5.33,5.5,16.0,22.93,24.1,68.8,56.53,58.5,59.4,61.8,249.8,87.6,19.17,32.6,12.43,0.9,2.4,1.83,3.0,0
Virginia,2021,9.1,9.1,,1,123.6,123.6,123.6,5.4,5.4,5.4,22.2,22.2,22.2,61.1,61.1,63.5,63.5,85.2,85.2,11.6,11.6,9.0,1.4,1.4,1.1,1.1,1
Virginia Tech,2019,7.2,7.2,,1,118.8,118.8,118.8,5.0,5.0,5.0,27.4,27.4,27.4,53.7,53.7,58.3,58.3,74.4,74.4,17.3,17.3,13.7,4.1,4.1,1.4,1.4,0
Virginia Tech,2022,8.1,8.1,,1,117.0,117.0,117.0,4.9,4.9,4.9,26.4,26.4,26.4,56.8,56.8,60.2,60.2,76.7,76.7,13.9,13.9,14.0,3.5,3.5,1.5,1.5,1
Wake Forest,2023,5.3,5.3,,1,112.0,112.0,112.0,5.0,5.0,5.0,28.7,28.7,28.7,51.5,51.5,58.0,58.0,91.1,91.1,34.6,34.6,18.6,0.2,0.2,2.7,2.7,1
Wake Forest,2024,6.3,6.3,,1,115.7,115.7,115.7,4.7,4.7,4.7,23.9,23.9,23.9,56.8,56.8,59.6,59.6,85.5,85.5,14.1,14.1,12.9,1.7,1.7,1.8,1.8,0
Washington,2020,6.6,6.6,,1,115.7,115.7,115.7,4.8,4.8,4.8,24.2,24.2,24.2,57.7,57.7,62.9,62.9,80.2,80.2,6.3,6.3,16.1,7.0,7.0,0.9,0.9,0
Washington,2022,8.2,8.2,,1,107.5,107.5,107.5,5.2,5.2,5.2,31.8,31.8,31.8,46.2,46.2,51.6,51.6,89.3,89.3,30.0,30.0,11.9,1.5,1.5,3.4,3.4,1
Washington,2024,5.6,5.6,,1,115.1,115.1,115.1,4.9,4.9,4.9,26.1,26.1,26.1,54.3,54.3,59.4,59.4,86.1,86.1,7.7,7.7,11.6,2.1,2.1,1.1,1.1,1
Weber St,2024,7.6,7.6,,1,113.3,113.3,113.3,4.9,4.9,4.9,31.2,31.2,31.2,52.0,52.0,58.6,58.6,93.3,93.3,31.3,31.3,16.1,0.3,0.3,3.1,3.1,0
West Virginia,2021,8.8,8.8,,1,117.9,117.9,117.9,5.3,5.3,5.3,23.0,23.0,23.0,49.3,49.3,54.3,54.3,84.3,84.3,28.6,28.6,13.2,1.0,1.0,3.2,3.2,0
Wichita St,2021,5.8,5.8,,1,114.7,114.7,114.7,4.7,4.7,4.7,22.5,22.5,22.5,49.6,49.6,54.6,54.6,86.4,86.4,14.8,14.8,7.8,0.3,0.3,1.6,1.6,0
William & Mary,2019,7.9,7.9,,1,117.8,117.8,117.8,4.8,4.8,4.8,33.0,33.0,33.0,58.9,58.9,62.5,62.5,75.4,75.4,28.6,28.6,15.2,7.4,7.4,0.8,0.8,0
William & Mary,2020,7.7,7.7,,1,114.0,114.0,114.0,4.8,4.8,4.8,34.4,34.4,34.4,55.6,55.6,60.9,60.9,74.8,74.8,14.6,14.6,14.8,5.2,5.2,1.4,1.4,1
Wofford,2019,7.7,7.7,,1,124.0,124.0,124.0,5.1,5.1,5.1,25.7,25.7,25.7,57.4,57.4,61.3,61.3,80.1,80.1,9.9,9.9,10.5,0.2,0.2,1.3,1.3,1
Wyoming,2022,4.9,4.9,,1,108.5,108.5,108.5,5.2,5.2,5.2,30.8,30.8,30.8,52.0,52.0,56.6,56.6,91.9,91.9,38.6,38.6,19.6,0.4,0.4,1.9,1.9,1
Xavier,2022,9.5,9.5,,1,127.0,127.0,127.0,4.6,4.6,4.6,21.6,21.6,21.6,60.5,60.5,63.3,63.3,65.4,65.4,8.8,8.8,9.0,5.6,5.6,1.6,1.6,0
Xavier,2023,5.3,5.3,,1,119.2,119.2,119.2,4.9,4.9,4.9,21.1,21.1,21.1,53.2,53.2,59.6,59.6,87.9,87.9,20.0,20.0,14.1,0.4,0.4,1.6,1.6,1
Xavier,2024,7.9,7.9,,1,117.1,117.1,117.1,4.8,4.8,4.8,24.6,24.6,24.6,53.9,53.9,58.9,58.9,80.6,80.6,13.2,13.2,11.0,0.2,0.2,2.3,2.3,1
Yale,2020,7.0,7.0,,1,119.6,119.6,119.6,4.6,4.6,4.6,24.5,24.5,24.5,63.3,63.3,65.1,65.1,79.7,79.7,10.1,10.1,14.6,2.8,2.8,2.1,2.1,0
